#{"t_start": 1776169884.952789, "env_id": "None"}
r,l,t
9.140585,5,19.014975
10.939477,6,19.022923
10.912002,6,19.030124
10.239559,6,19.036061
10.459476,6,19.044951
10.014563,6,19.050923
12.103257,7,19.064466
9.955958,6,19.075508
12.230805,7,19.08372
10.969204,6,19.094265
12.223735,7,19.099442
10.115135,6,19.103887
10.498907,6,19.112619
9.76372,6,19.116687
10.542998,6,19.126944
10.521493,6,19.131987
10.587651,6,19.144099
10.499215,6,19.157059
10.822257,6,19.164922
10.994419,6,19.170234
10.152716,6,19.18006
10.601301,6,19.184764
10.958632,6,19.191154
9.202296,5,19.198127
10.943841,6,19.202495
10.639774,6,19.211317
10.706117,6,19.216502
10.989776,6,19.220695
12.095752,7,19.230401
10.656496,6,19.235111
10.68676,6,19.243786
10.896579,6,19.248569
11.14742,6,19.260378
9.899863,6,19.268961
10.158241,6,19.279128
10.750721,6,19.286726
10.189071,6,19.300215
10.37485,6,19.314941
11.833158,7,19.329762
10.932979,6,19.338572
10.531104,6,19.348488
9.88793,6,19.363878
12.084987,7,19.380726
10.812663,6,19.395245
11.023582,6,19.412074
10.989426,6,19.420331
10.987845,6,19.434704
11.099954,6,19.447359
9.971277,6,19.460469
12.265207,7,19.471242
12.255709,7,19.483694
12.106107,7,19.496821
12.144303,7,19.507094
10.839517,6,19.51496
12.175885,7,19.520304
10.886956,6,19.534628
10.367174,6,19.545425
9.835206,6,19.551043
10.918627,6,19.557062
10.673786,6,19.564606
12.317356,7,19.569165
11.002973,6,19.575603
12.390967,7,19.58179
10.720719,6,19.586539
10.062794,6,19.596896
12.036771,7,19.60384
11.070702,6,19.616208
10.699434,6,19.627382
10.567071,6,19.640017
10.534521,6,19.649114
10.452474,6,19.662843
11.981517,7,19.677096
10.54847,6,19.683644
12.174761,7,19.694005
10.960707,6,19.699461
10.272783,6,19.704183
10.607045,6,19.715977
10.557933,6,19.729854
16.356643,10,19.746501
10.533396,6,19.757819
10.542078,6,19.766399
11.766749,7,19.777098
10.243476,6,19.790062
9.966859,6,19.799299
10.7539,6,19.805828
12.427915,7,19.818215
10.850672,6,19.829649
10.999446,6,19.834903
10.915934,6,19.840419
10.442992,6,19.847315
10.934829,6,19.856962
10.837895,6,19.866786
12.090276,7,19.87969
10.990765,6,19.891151
11.009842,6,19.903127
10.824472,6,19.917283
10.813365,6,19.935423
10.643196,6,19.950012
10.283335,6,19.963033
10.891691,6,19.97746
11.958435,7,19.991228
13.600389,8,20.004413
12.271368,7,20.020074
11.998087,7,20.033838
10.829954,6,20.047706
12.356725,7,20.064647
11.782669,7,20.080821
12.137733,7,20.093928
10.346426,6,20.102365
13.04955,7,20.117465
10.469839,6,20.13006
9.937671,6,20.14509
10.077564,6,20.166033
10.094763,6,20.18143
10.770303,6,20.198645
10.363665,6,20.205321
10.916873,6,20.215458
10.689318,6,20.219812
10.732514,6,20.228261
10.235873,6,20.233916
10.998016,6,20.23798
10.989551,6,20.24736
11.9395,7,20.260274
13.811517,8,20.276426
12.190802,7,20.293069
10.750513,6,20.303434
10.987251,6,20.317791
10.775017,6,20.333165
10.257033,6,20.518623
11.980968,7,20.530789
10.116382,6,20.537176
10.861855,6,20.552498
11.056118,6,20.569192
11.081073,6,20.577981
11.953129,7,20.584533
10.76076,6,20.590377
10.261919,6,20.597676
10.244443,6,20.602743
10.832997,6,20.614308
10.915659,6,20.621498
10.399444,6,20.633825
10.880449,6,20.643248
12.599861,8,20.651708
10.630098,6,20.661827
10.969149,6,20.666979
9.241198,5,20.671156
10.39397,6,20.681741
12.176943,7,20.695308
10.950586,6,20.70975
10.022541,6,20.718908
10.304493,6,20.731898
10.982413,6,22.87661
10.926862,6,22.882488
12.03652,7,22.892286
10.305564,6,22.896592
9.147315,5,22.905828
10.577442,6,22.910468
10.956557,6,22.914487
10.943521,6,22.923112
10.47766,6,22.927298
10.215689,6,22.934258
12.081494,7,22.943135
10.309815,6,22.947307
8.996067,5,22.956689
10.285547,6,22.962006
10.364856,6,22.968333
10.299373,6,22.976374
9.904831,6,22.981221
10.999605,6,22.990994
12.046682,7,22.995711
10.733786,6,22.99948
9.965162,6,23.01353
10.828793,6,23.024996
12.091534,7,23.03068
11.46199,7,23.040058
10.069476,6,23.046517
11.951307,7,23.059102
10.474172,6,23.071282
11.724496,7,23.078333
11.389329,7,23.089993
10.55904,6,23.097796
12.098733,7,23.110024
10.846915,6,23.114512
10.56138,6,23.118367
10.982526,6,23.126763
9.113001,5,23.130964
10.98026,6,23.134757
12.131802,7,23.144694
9.151309,5,23.148881
10.93137,6,23.160265
10.977838,6,23.166042
12.012322,7,23.176717
11.019756,6,23.182339
8.976773,5,23.186244
10.555019,6,23.197318
9.714801,6,23.202307
10.923782,6,23.213121
10.960586,6,23.217983
10.975234,6,23.225807
12.105972,7,23.232576
10.682374,6,23.237625
10.68789,6,23.246552
12.023659,7,23.251756
10.953193,6,23.261841
12.183445,7,23.267148
10.463489,6,23.274415
10.919469,6,23.283986
11.90337,7,23.293689
12.475265,7,23.299325
10.674453,6,23.303232
10.379359,6,23.31025
10.126449,6,23.317797
12.133201,7,23.323291
11.082487,6,23.331377
10.290435,6,23.339597
9.077363,5,23.350421
12.188038,7,23.355851
11.078893,6,23.367251
10.82663,6,23.374421
10.297962,6,23.382509
10.643091,6,23.387329
10.997905,6,23.396118
10.957998,6,23.401798
12.295992,7,23.4062
10.988062,6,23.415839
10.70246,6,23.42031
12.110423,7,23.42473
12.183671,7,23.434132
10.884478,6,23.439047
12.853921,7,23.450638
10.757774,6,23.468433
12.200734,7,23.479724
10.211662,6,23.486402
9.243527,5,23.490575
11.076245,6,23.500289
12.078529,7,23.511209
12.035826,7,23.519732
10.74553,6,23.524626
10.034314,6,23.535193
11.005265,6,23.539728
11.017058,6,23.549424
10.983272,6,23.554544
10.320371,6,23.558597
12.08692,7,23.568533
10.993048,6,23.576801
10.6694,6,23.588927
10.312294,6,23.602997
11.183153,6,23.607732
10.84883,6,23.616835
12.077028,7,23.630176
12.019151,7,23.637822
10.639689,6,23.641953
11.910923,7,23.653049
10.262716,6,23.658293
10.712119,6,23.662487
11.843459,7,23.677488
9.26172,5,23.687471
12.168998,7,23.696277
10.762777,6,23.706968
10.924849,6,23.716411
10.117959,6,23.724479
11.068716,6,23.73153
9.875749,6,23.742787
12.794518,7,23.756448
11.611696,7,23.764179
10.498601,6,23.778548
12.015173,7,23.794031
10.18369,6,23.805914
12.34157,7,23.819851
10.300032,6,23.831192
11.123702,6,23.841175
13.790009,8,23.846805
11.035518,6,23.855598
10.043125,6,23.86064
10.652291,6,23.864645
10.877503,6,23.877036
11.691459,7,23.882632
10.60248,6,23.891541
12.099193,7,23.906569
11.983475,7,23.920621
10.757852,6,23.930928
10.537168,6,23.944587
10.504765,6,23.958164
11.973828,7,23.96498
12.091106,7,23.973919
9.231203,5,23.981237
10.262968,6,23.990926
10.983416,6,23.996099
10.817674,6,24.000896
10.890185,6,24.010339
10.950951,6,24.014442
10.387914,6,24.018321
10.9458,6,24.028699
11.911919,7,24.033264
10.446102,6,24.03842
12.108188,7,24.047148
10.328377,6,24.055965
9.987495,6,24.063492
10.887412,6,24.069499
10.85728,6,24.078031
10.924746,6,24.08362
10.566503,6,24.094724
10.341366,6,24.101491
10.929373,6,24.112791
10.825588,6,24.117958
10.560363,6,24.12238
10.427274,6,24.132476
12.177845,7,24.138144
10.974149,6,24.148797
12.033793,7,24.158768
10.018329,6,24.168231
10.937503,6,24.179451
10.391634,6,24.184014
11.391024,7,24.188459
10.225401,6,24.203779
10.449433,6,24.218351
10.254533,6,24.233159
10.97964,6,24.238171
9.136091,5,24.248049
10.919831,6,24.254297
10.225025,6,24.265657
12.264404,7,24.271845
10.653752,6,24.281358
12.130132,7,24.287703
10.596675,6,24.296216
10.96931,6,24.30155
10.668275,6,24.307086
11.898967,7,24.317012
10.964816,6,24.321283
10.888631,6,24.330664
13.126205,7,24.336763
10.592839,6,24.348638
10.499925,6,24.353993
10.296932,6,24.35833
12.134702,7,24.369209
10.991499,6,24.374618
11.596269,7,24.386943
9.848136,6,24.391797
10.527067,6,24.402236
9.147238,5,24.406391
10.727969,6,24.416538
10.360383,6,24.42268
10.926908,6,24.42882
10.592763,6,24.439302
10.236759,6,24.448615
10.559091,6,24.454163
10.863739,6,24.458311
10.116041,6,24.463718
10.779938,6,24.471611
10.293833,6,24.475954
11.938844,7,24.490022
10.802046,6,24.497433
10.476483,6,24.504773
12.302367,7,24.509893
11.993569,7,24.519615
10.407661,6,24.524319
12.015325,7,24.529127
10.330692,6,24.53891
11.007269,6,24.545761
10.424806,6,24.556967
10.866085,6,24.56124
10.209365,6,24.572282
11.054967,6,24.587745
10.557077,6,24.596629
10.252083,6,24.605539
10.967271,6,24.613326
11.679091,7,24.623355
10.282454,6,24.627559
10.707911,6,24.631507
12.68864,8,24.642406
10.104466,6,24.651902
10.233754,6,24.658921
10.42739,6,24.664448
10.760612,6,24.677162
12.121908,7,24.682178
10.996631,6,24.69515
12.203109,7,24.707005
10.579074,6,24.712455
12.262562,7,24.724623
10.919751,6,24.730083
12.99582,7,24.743275
10.837287,6,24.748301
10.265404,6,24.759556
11.837642,7,24.764666
10.621222,6,24.777623
10.969702,6,24.792722
10.978246,6,24.799355
10.579705,6,24.810349
12.187177,7,24.816236
9.261534,5,24.82692
11.677213,7,24.832556
11.932258,7,24.843728
9.88538,6,24.848909
12.147569,7,24.858273
12.107196,7,24.863978
10.350854,6,24.873502
13.293929,8,24.882557
11.982955,7,24.889522
11.011394,6,24.896023
11.958803,7,24.902034
12.117195,7,24.914853
10.288515,6,24.919869
10.612389,6,24.930582
11.9757,7,24.936717
12.093922,7,24.947698
15.247937,9,24.958423
10.490641,6,24.965878
10.675147,6,24.970418
10.156943,6,24.979469
12.568652,7,24.992027
12.266439,7,25.000196
12.021411,7,25.010713
12.137075,7,25.016777
10.972986,6,25.0222
12.043821,7,25.033282
10.983846,6,25.03799
10.148384,6,25.050154
10.827438,6,25.055118
11.037594,6,25.068191
12.427552,7,25.079318
10.976617,6,25.085817
11.876454,7,25.097796
11.997186,7,25.103539
12.1422,7,25.115162
9.976029,6,25.122063
12.109683,7,25.137005
12.124678,7,25.149487
10.962474,6,25.154188
10.83286,6,25.165745
10.621634,6,25.171571
12.059985,7,25.18265
10.963542,6,25.188262
12.185079,7,25.199321
10.587232,6,25.206192
10.967888,6,25.217247
10.151375,6,25.221967
11.011723,6,25.234144
9.973145,6,25.241897
10.887496,6,25.253277
12.136704,7,25.25855
9.249644,5,25.266727
12.070366,7,25.272813
12.182704,7,25.283932
12.132756,7,25.289596
11.019529,6,25.29516
10.077361,6,25.303499
10.517938,6,25.309183
10.193261,6,25.3198
11.91003,7,25.324823
12.197819,7,25.334776
10.441768,6,25.341583
10.347694,6,25.347476
10.24376,6,25.35624
12.076208,7,25.361462
10.964519,6,25.372269
10.914348,6,25.37911
10.980395,6,25.393576
12.271614,7,25.402617
12.155941,7,25.410608
12.032921,7,25.419215
10.230205,6,25.425579
9.742832,6,25.430283
12.086421,7,25.440153
10.693318,6,25.444036
12.18289,7,25.456091
10.284235,6,25.460777
10.720458,6,25.472004
10.932759,6,25.477011
10.947731,6,25.481335
10.575224,6,25.49225
10.82319,6,25.496832
12.13511,7,25.507884
10.025089,6,25.51221
10.790375,6,25.517808
12.184962,7,25.526285
12.19954,7,25.531282
12.332585,7,27.756613
12.628841,7,27.770495
12.21298,7,27.776698
10.340767,6,27.785505
10.892212,6,27.791465
11.985554,7,27.801431
12.083491,7,27.807699
10.872086,6,27.815299
10.942189,6,27.821433
11.964086,7,27.829066
9.931169,6,27.835895
12.195761,7,27.841705
10.519763,6,27.854455
9.753375,6,27.865793
12.191826,7,27.873841
10.800269,6,27.881828
11.971093,7,27.889933
9.142907,5,27.900514
9.071787,5,27.906262
12.02931,7,27.918654
10.637961,6,27.926213
10.764014,6,27.936812
10.25444,6,27.943115
12.654921,8,27.954808
12.20887,7,27.96733
10.828117,6,27.974766
10.856659,6,27.986594
9.873148,6,27.993712
10.926894,6,28.007178
10.241856,6,28.022357
10.354753,6,28.034963
10.344937,6,28.040307
12.107414,7,28.05111
10.922614,6,28.05662
10.343528,6,28.068449
12.257283,7,28.075539
12.242646,7,28.085184
11.019569,6,28.089425
13.70478,8,28.097056
10.944107,6,28.10237
10.816265,6,28.106611
10.253783,6,28.113545
11.930747,7,28.120299
10.527614,6,28.125147
10.831533,6,28.136555
12.234886,7,28.147284
10.028205,6,28.159324
10.852455,6,28.171069
10.9311,6,28.176292
10.811214,6,28.185175
8.999091,5,28.189136
10.453436,6,28.198363
10.284082,6,28.203088
10.606168,6,28.208034
11.129433,6,28.216403
10.901748,6,28.221363
12.241515,7,28.226052
10.917058,6,28.236305
10.586609,6,28.242298
10.820679,6,28.252501
10.442528,6,28.258559
11.087733,6,28.269816
10.554385,6,28.275043
10.985599,6,28.289024
10.796712,6,28.303189
10.930593,6,28.309401
10.312909,6,28.324732
11.877902,7,28.339112
10.506705,6,28.344328
11.001671,6,28.360029
10.888077,6,28.370715
12.11598,7,28.382829
10.803937,6,28.389376
10.817385,6,28.405284
10.936085,6,28.423051
11.107435,6,28.443396
10.88517,6,28.46476
12.216032,7,28.485649
10.975299,6,28.505993
10.728632,6,28.525207
11.027029,6,28.548029
12.193489,7,28.582482
10.889339,6,28.605777
10.478943,6,28.625373
10.905468,6,28.641535
9.993952,6,28.65502
10.478,6,28.68036
9.934361,6,28.692481
10.757969,6,28.70936
12.328794,7,28.732804
10.853189,7,28.752924
10.066631,6,28.770437
11.998669,7,28.775534
10.290006,6,28.785949
10.953846,6,28.790795
12.114589,7,28.804587
9.125426,5,28.808886
10.545732,6,28.819849
12.180227,7,28.825312
10.040831,6,28.835609
10.141396,6,28.840348
12.077339,7,28.850767
10.860316,6,28.855667
12.139232,7,28.869401
10.360753,6,28.875189
10.844349,6,28.88631
10.801493,6,28.891682
10.351868,6,28.903639
10.708625,6,28.908863
10.913943,6,28.918992
12.006554,7,28.924492
10.921611,6,28.935258
10.667517,6,28.941397
10.127793,6,28.951183
10.572412,6,28.957089
9.219998,5,28.967027
10.884128,6,28.972239
10.966534,6,28.978827
10.445809,6,28.986388
10.431598,6,28.990787
14.301723,8,29.005459
11.21332,6,29.013716
10.292656,6,29.020107
12.101073,7,29.027375
10.814063,6,29.036251
10.77364,6,29.041063
12.252568,7,29.054301
12.174068,7,29.060421
10.46131,6,29.071201
10.470504,6,29.077074
11.019855,6,29.088387
10.515963,6,29.093871
12.114897,7,29.103053
10.586287,6,29.108778
9.730348,6,29.118651
12.103828,7,29.125507
10.945073,6,29.134973
12.333629,7,29.142361
10.21712,6,29.152298
10.582928,6,29.15904
10.027173,6,29.170185
10.025321,6,29.175534
10.961102,6,29.185697
12.32388,7,29.190964
10.444018,6,29.199914
10.404743,6,29.206305
10.873808,6,29.211155
10.441546,6,29.219479
10.734048,6,29.223661
10.919576,6,29.230835
10.477135,6,29.238888
10.24637,6,29.25123
10.934542,6,29.256431
10.945291,6,29.270108
11.02551,6,29.286599
10.517631,6,29.291279
10.803876,6,29.307333
10.912642,6,29.321186
10.696864,6,29.325962
10.741025,6,29.33687
10.320917,6,29.342726
10.290453,6,29.353736
68.738245,40,29.386597
10.897957,6,29.395332
10.906748,6,29.403342
10.884145,6,29.408672
10.960491,6,29.423239
10.664954,6,29.434019
12.106846,7,29.438622
10.715707,6,29.442489
12.133555,7,29.453065
12.223004,7,29.458545
10.350064,6,29.468691
10.847509,6,29.473527
9.822615,6,29.479722
10.339198,6,29.4861
12.192418,7,29.500123
10.929267,6,29.505953
12.148997,7,29.518037
10.755066,6,29.522575
9.234086,5,29.526848
10.756308,6,29.536747
10.281848,6,29.542451
13.048694,7,29.555897
10.928897,6,29.563125
12.413626,7,29.570308
10.112084,6,29.574342
11.010685,6,29.579695
9.102402,5,29.585764
11.605574,7,29.590935
12.090659,7,29.60283
10.257594,6,29.607514
12.287241,7,29.616524
10.15729,6,29.621459
13.409695,8,29.633741
10.91572,6,29.642701
9.912433,6,29.657185
12.48414,7,29.670676
12.037141,7,29.677987
10.958311,6,29.690898
12.05561,7,29.706305
11.032657,6,29.719028
10.250534,6,29.724224
10.606871,6,29.737073
12.152209,7,29.749157
10.994902,6,29.754873
10.634719,6,29.758809
10.98097,6,29.76836
10.637232,6,29.772484
10.262529,6,29.780063
9.236524,5,29.785509
11.975689,7,29.790395
14.444112,8,29.800719
10.538944,6,29.808417
10.397987,6,29.817583
10.213596,6,29.822333
10.975859,6,29.831764
10.293882,6,29.83927
10.978536,6,29.849171
12.180308,7,29.857695
12.045233,7,29.867404
10.65834,6,29.871511
10.188172,6,29.877682
11.007369,6,29.887484
12.1664,7,29.898099
11.90758,7,29.91514
10.808685,6,30.016905
9.865408,6,30.077776
10.576546,6,30.146792
10.343069,6,30.183841
12.290018,7,30.217251
14.341202,8,30.264412
10.961036,6,30.303977
10.8077,6,30.357448
12.153291,7,30.40649
10.585785,6,30.425793
12.277216,7,30.444805
11.014981,6,30.453661
10.483959,6,30.463562
10.300966,6,30.476428
10.07659,6,30.482171
10.430133,6,30.486974
10.586669,6,30.494708
12.321978,7,30.500177
12.04924,7,30.508966
10.833418,6,30.51383
10.986969,6,30.518638
10.399724,6,30.528124
10.094034,6,30.533263
12.362631,7,30.544141
10.968507,6,30.548745
10.400006,6,30.560587
10.270564,6,30.566863
10.552137,6,30.582139
12.30682,7,30.594256
10.26302,6,30.599084
12.363231,7,30.609419
9.990852,6,30.614614
10.936321,6,30.625154
12.066508,7,30.630695
11.024089,6,30.642691
11.020492,6,30.648604
14.723407,8,30.659445
12.070253,7,30.665324
11.010962,6,30.675503
12.047569,7,30.68125
10.691763,6,30.697704
10.526277,6,30.713528
12.288101,7,30.739439
10.457473,6,30.766482
10.908553,6,30.783313
12.189743,7,30.795907
10.305605,6,30.808734
10.986338,6,30.815392
10.945565,6,30.825911
10.405304,6,30.839849
10.22971,6,30.845558
10.166957,6,30.857464
10.110743,6,30.863359
10.176994,6,30.873972
10.707002,6,30.879445
12.148931,7,30.893943
10.810334,6,30.900877
9.86859,6,30.913844
10.580754,6,30.93058
10.214674,6,30.945664
10.082279,6,30.958967
12.177135,7,30.964435
10.233289,6,30.977793
10.886978,6,30.984935
10.169219,6,30.996935
10.715249,6,31.009425
10.735433,6,31.024946
9.109202,5,31.038957
9.608865,6,31.04575
10.214448,6,31.056909
10.970895,6,31.065376
9.041996,5,31.074578
11.11327,6,31.08218
10.403766,6,31.095804
10.672611,6,31.10775
10.332347,6,31.112036
10.331803,6,31.123754
10.884112,6,31.129159
12.154173,7,31.142492
12.1458,7,31.157589
10.869434,6,31.171131
10.906921,6,31.175957
10.938814,6,31.188741
12.262547,7,31.194553
11.030522,6,31.205333
10.620615,6,31.210709
10.917113,6,31.223925
9.693617,6,31.23041
10.400184,6,31.240285
12.176226,7,31.248039
10.498171,6,31.25781
10.478544,6,31.266875
12.083144,7,31.277223
11.89573,7,31.290991
10.567386,6,31.302877
12.39533,7,31.309295
10.632597,6,33.613413
10.402961,6,33.618886
10.227267,6,33.623584
10.278622,6,33.635115
10.965409,6,33.639297
10.858344,6,33.648756
10.609868,6,33.652994
10.503094,6,33.66067
10.309262,6,33.668369
12.007177,7,33.673801
9.579585,6,33.683296
10.477194,6,33.687994
10.854605,6,33.697184
11.870806,7,33.703408
10.980532,6,33.710168
9.883071,6,33.718218
10.079625,6,33.723754
10.988017,6,33.733686
10.463717,6,33.74007
10.93191,6,33.750757
10.786899,6,33.756964
12.217582,7,33.766876
12.100513,7,33.772613
10.377643,6,33.781598
11.954039,7,33.787045
11.960163,7,33.79874
12.21011,7,33.805594
12.221965,7,33.815895
11.038043,6,33.820288
10.56438,6,33.830377
12.045893,7,33.835133
13.423376,8,33.847918
11.036278,6,33.854884
10.625428,6,33.864095
9.657222,6,33.8697
12.251718,7,33.879938
11.057871,6,33.885453
11.846936,7,33.897401
11.017037,6,33.902897
10.495986,6,33.917156
10.845432,6,33.927987
10.980349,6,33.934944
12.237538,7,33.949042
10.359847,6,33.95996
12.076899,7,33.966748
9.08888,5,33.97102
10.814856,6,33.979195
10.360392,6,33.985432
12.169435,7,33.997034
11.88796,7,34.004918
10.770684,6,34.015555
10.998114,7,34.020947
10.260903,6,34.031183
10.595679,6,34.035499
10.329971,6,34.039645
12.187103,7,34.04816
11.032218,6,34.053161
9.975551,6,34.0619
10.96485,6,34.066073
11.072983,7,34.077669
10.92645,6,34.081961
12.276439,7,34.0871
12.286095,7,34.095493
10.665254,6,34.099505
10.560525,6,34.103727
10.479276,6,34.112024
9.255952,5,34.115362
14.362853,8,34.120315
11.012184,6,34.132773
11.95321,7,34.145415
10.982135,6,34.157974
12.2611,7,34.169558
12.303133,7,34.185526
10.430107,6,34.199066
10.967305,6,34.212124
10.472369,6,34.224599
8.999404,5,34.237597
10.386324,6,34.252266
10.784449,6,34.269466
10.754978,6,34.280547
10.985226,6,34.28777
12.166281,7,34.296965
10.867711,6,34.301657
10.479475,6,34.309927
10.287076,6,34.315818
10.911134,6,34.324242
10.356917,6,34.331053
10.912516,6,34.337963
10.129512,6,34.344813
9.007737,5,34.349327
12.31824,7,34.359861
9.061424,5,34.3645
10.233354,6,34.375216
10.673824,6,34.381088
8.943455,5,34.389666
10.330445,6,34.394982
10.73352,6,34.405008
11.084988,6,34.412727
9.183004,5,34.417265
10.901627,6,34.430569
10.530249,6,34.441538
10.389195,6,34.447897
11.945088,7,34.457734
10.97263,6,34.463972
11.961955,7,34.474617
10.60108,6,34.479549
15.70343,9,34.49221
10.379873,6,34.497586
10.692527,6,34.509469
10.617715,6,34.515216
10.593867,6,34.526924
10.195251,6,34.532217
10.985925,6,34.54349
10.319965,6,34.549062
12.090805,7,34.560589
10.582022,6,34.565923
10.30603,6,34.578882
12.11318,7,34.593221
10.576016,6,34.602069
10.301227,6,34.611338
10.944695,6,34.622287
12.14934,7,34.628486
10.419983,6,34.636239
10.890991,6,34.641927
10.07827,6,34.64565
12.35368,7,34.650278
9.174357,5,34.657802
12.044787,7,34.66196
12.182704,7,34.669742
10.928553,6,34.674708
10.971801,6,34.678275
10.834019,6,34.686635
11.944192,7,34.700544
11.107903,7,34.707879
12.127138,7,34.71227
10.464501,6,34.718683
11.948036,7,34.724854
9.928758,6,34.731788
9.023271,5,34.742679
10.864851,6,34.755131
10.982024,6,34.759595
10.439721,6,34.764969
10.795934,6,34.774573
10.359055,6,34.788346
12.097025,7,34.803294
10.966375,6,34.814234
10.969565,6,34.827208
12.653508,8,34.842575
10.983306,6,34.854792
10.921436,6,34.864914
12.181383,7,34.87976
10.209048,6,34.891129
12.209033,7,34.903447
10.365031,6,34.909487
10.677882,6,34.919166
10.986488,6,34.923567
11.009307,6,34.927755
12.182619,7,34.93698
10.774128,6,34.942413
12.078175,7,34.952446
12.060867,7,34.957638
12.136382,7,34.962012
10.046318,6,34.970795
10.232769,6,34.982593
12.135435,7,34.989678
11.968108,7,34.99537
10.28875,6,35.003943
10.771731,6,35.007875
10.496016,6,35.012338
10.270759,6,35.025621
10.294108,6,35.031708
12.131252,7,35.038355
10.685934,6,35.04507
12.212825,7,35.061677
12.274954,7,35.074834
12.176492,7,35.084576
10.898327,6,35.091799
10.36225,6,35.100276
10.473075,6,35.105542
12.15272,7,35.117814
9.87536,6,35.122123
10.951903,6,35.141555
10.167357,6,35.157885
10.826725,6,35.168724
11.131061,6,35.175032
10.253593,6,35.182567
12.156036,7,35.188654
12.063823,7,35.194359
11.000746,6,35.203286
10.943977,6,35.219188
11.055029,7,35.225828
11.251236,7,35.235925
12.060286,7,35.240922
10.786119,6,35.246423
12.061082,7,35.252941
10.816017,6,35.257613
11.010927,6,35.266487
10.610861,6,35.271837
11.110215,6,35.276283
10.945872,6,35.285277
12.054386,7,35.292537
10.882971,6,35.302392
10.685337,6,35.313474
11.801652,7,35.325343
12.182781,7,35.336306
11.13472,6,35.342353
11.025867,6,35.351721
12.291964,7,35.357033
10.923163,6,35.36458
9.133456,5,35.368731
10.481239,6,35.372846
11.934626,7,35.377593
13.914547,8,35.387919
10.722318,6,35.393058
10.940473,6,35.400351
11.943143,7,35.405421
12.056344,7,35.41357
12.148137,7,35.425823
12.126129,7,35.434219
10.112862,6,35.438599
10.706286,6,35.447162
11.898258,7,35.454027
10.595671,6,35.458098
10.839801,6,35.473925
10.769769,6,35.486967
10.901073,6,35.493047
9.286983,5,35.501668
10.796077,6,35.505632
11.12459,7,35.517237
12.305036,7,35.522501
10.745428,6,35.532161
10.888406,6,35.540092
10.064277,6,35.54966
10.573488,6,35.556696
11.061656,6,35.567528
10.835825,6,35.575125
10.498928,6,35.584856
10.202922,6,35.597553
10.717117,6,35.606314
10.911859,6,35.618073
10.182326,6,35.628227
10.667545,6,35.635741
10.390082,6,35.642964
10.463634,6,35.651133
10.473987,6,35.662215
10.99785,6,35.671792
9.758086,6,35.683846
12.542387,7,35.694432
10.636237,6,35.700589
10.775004,6,35.705627
10.045954,6,35.714306
10.134913,6,35.720257
11.080182,6,35.731411
10.82929,6,35.736685
10.937917,6,35.744795
10.734945,6,35.749676
10.232709,6,35.753585
10.92798,6,35.765313
11.017214,6,35.769734
12.233708,7,35.782904
11.007954,6,35.793734
10.27597,6,35.804862
10.570331,6,35.815609
10.718133,6,35.828583
10.308552,6,35.837338
13.106782,8,35.847342
10.321575,6,35.852965
10.891929,6,35.862309
10.76519,6,35.867209
12.235413,7,35.879463
10.970875,6,35.8854
10.82869,6,35.895527
10.967701,6,35.903651
10.44703,6,35.916054
11.003268,6,35.923816
12.082906,7,35.931118
12.25786,7,35.936079
12.264343,7,35.945824
10.855103,6,35.950952
11.429163,7,35.96755
10.086158,6,35.983258
10.565141,6,35.994175
10.567546,6,36.008346
10.567195,6,36.013893
10.909045,6,36.018579
10.934526,6,36.027131
10.858712,6,36.031623
10.768287,6,36.036283
14.359431,8,36.049381
12.109699,7,36.062393
10.40521,6,36.068944
10.731037,6,36.078987
10.978356,6,36.082834
10.72136,6,36.096481
10.982099,6,36.111424
12.171788,7,36.121469
10.304327,6,36.132981
10.974447,6,36.155069
9.087344,5,36.181834
12.225474,7,36.203141
12.243323,7,36.240332
10.7233,6,36.261701
12.028674,7,36.281017
10.134541,6,36.298515
10.891629,6,36.309474
12.246459,7,36.316417
10.127548,6,36.327651
10.961733,6,36.332288
10.878868,6,36.344103
9.973274,6,36.360315
10.018541,6,36.36509
10.787668,6,36.376889
10.199155,6,36.380887
10.564995,6,36.390251
10.331512,6,36.395799
10.285617,6,36.404025
10.981298,6,36.410002
9.820316,6,36.415097
10.387231,6,36.421821
10.48701,6,36.429851
10.199015,6,36.437974
10.808246,6,36.444119
12.19561,7,36.457522
12.026378,7,36.472839
10.766306,6,36.481771
12.225231,7,36.496078
13.077393,7,36.510494
10.906857,6,38.231582
12.120239,7,38.243189
10.954916,6,38.248948
12.439792,7,38.275669
10.674206,6,38.281866
10.901236,6,38.301189
9.091471,5,38.316113
10.755933,6,38.332147
16.370167,9,38.358581
12.157456,7,38.3759
10.553437,6,38.39116
10.98091,6,38.410134
11.119908,6,38.438452
10.328564,6,38.467532
10.995076,6,38.488365
10.50854,6,38.516324
10.431985,6,38.534164
12.109032,7,38.54964
10.972648,6,38.56015
12.122037,7,38.574036
12.094302,7,38.591499
21.266313,12,38.622502
12.27135,7,38.637111
12.325501,7,38.645884
10.38096,6,38.658065
12.033937,7,38.665583
10.993672,6,38.671837
12.202691,7,38.676574
10.851531,6,38.684346
11.002615,6,38.690125
12.390182,7,38.698184
10.880855,6,38.706218
12.118228,7,38.720612
12.067442,7,38.735404
12.140945,7,38.750361
10.855691,6,38.757916
10.572195,6,38.772012
12.01273,7,38.787172
10.96383,6,38.801456
