#{"t_start": 1776169884.952789, "env_id": "None"}
r,l,t
10.736708,6,38.816004
9.857763,6,38.826436
10.84866,6,38.839987
11.957012,7,38.855343
10.70632,6,38.869952
11.964282,7,38.885863
9.254969,5,38.900102
10.144735,6,38.914747
10.597607,6,38.924985
11.872033,7,38.934439
12.272115,7,38.948421
10.418122,6,38.959125
10.318017,6,38.971999
10.784015,6,38.984567
9.724787,6,38.997655
12.196909,7,39.011
11.007221,6,39.02301
10.946766,6,39.036167
10.756316,6,39.051151
12.189884,7,39.066195
11.733395,7,39.081527
10.314864,6,39.096198
10.863733,6,39.108994
10.20498,6,39.119847
11.7403,7,39.134369
10.138912,6,39.147249
12.102591,7,39.160793
9.803042,6,39.168582
9.935998,6,39.178605
10.822742,6,39.184112
10.369418,6,39.190253
10.824652,6,39.197278
10.903749,6,39.202554
11.075825,6,39.211273
10.659797,6,39.215495
10.359169,6,39.226851
11.064222,6,39.23176
10.023574,6,39.236354
10.998172,6,39.245476
12.141063,7,39.254069
10.375787,6,39.261977
13.98349,8,39.270999
10.882626,6,39.278899
10.131273,6,39.284832
10.908094,6,39.294765
10.720351,6,39.302988
10.955391,6,39.315401
10.912142,6,39.329396
10.65421,6,39.344147
9.021538,5,39.355047
10.843978,6,39.36752
9.966192,6,39.381343
10.808207,6,39.396601
10.790751,6,39.409331
9.695707,6,39.4181
10.97301,6,39.429639
12.351133,7,39.441345
10.629398,6,39.446248
10.893945,6,39.450646
10.458853,6,39.459037
10.525356,6,39.463726
10.614096,6,39.469531
10.949297,6,39.481752
12.067704,7,39.493024
10.858102,6,39.498538
10.688756,6,39.510268
10.405004,6,39.524071
10.888081,6,39.535014
10.803882,6,39.545503
10.390861,6,39.557581
10.7293,6,39.562016
10.373393,6,39.573607
11.013214,6,39.579479
12.202235,7,39.591882
10.748597,6,39.604143
10.830305,6,39.611174
10.538393,6,39.624356
10.222914,6,39.638378
10.424082,6,39.646497
10.457515,6,39.658269
10.98183,6,39.673834
10.98301,6,39.690094
10.891511,6,39.696816
10.538821,6,39.709581
12.33264,7,39.722159
12.175656,7,39.736508
10.34319,6,39.743095
10.537649,6,39.752335
11.063308,6,39.758743
10.380998,6,39.769015
12.120077,7,39.780344
10.950894,7,39.79293
11.962626,7,39.808033
10.478056,6,39.822585
10.364699,6,39.836338
12.028,7,39.853224
9.957444,6,39.863111
11.558487,7,39.875854
12.286242,7,39.889417
10.023197,6,39.89905
12.218902,7,39.908149
12.246164,7,39.91941
9.214462,5,39.928366
12.107839,7,39.936726
10.480987,6,39.941075
11.008491,6,39.948148
10.548769,6,39.95352
10.899289,6,39.958551
10.137351,6,39.966571
12.478659,7,39.972289
11.017469,6,39.976166
12.199831,7,39.986402
10.92901,6,39.990319
11.071448,6,39.999804
12.246354,7,40.00541
13.253685,8,40.014629
10.927438,6,40.022783
10.864259,6,40.036842
12.021707,7,40.048434
11.927272,7,40.060242
10.294818,6,40.066602
10.336094,6,40.070575
10.607235,6,40.079981
10.992737,6,40.089421
10.858283,6,40.099773
10.326355,6,40.104082
10.725512,6,40.114499
11.036936,6,40.119715
10.335043,6,40.131525
12.595414,7,40.136894
10.851906,6,40.146772
12.105566,7,40.152302
12.054646,7,40.158048
12.014341,7,40.166286
11.944527,7,40.173001
9.75809,6,40.181207
10.967325,6,40.185471
10.813727,6,40.193746
10.472699,6,40.199737
10.653974,6,40.206604
12.438739,7,40.215118
11.822994,7,40.219953
10.285522,6,40.233624
10.939796,6,40.248348
10.580801,6,40.252621
10.960421,6,40.263055
9.812401,6,40.267696
11.805479,7,40.278914
13.815703,8,40.284117
10.86416,6,40.287778
11.628046,7,40.297617
12.254623,7,40.302293
9.909316,6,40.312419
10.752607,6,40.316449
10.962057,6,40.320184
10.493773,6,40.331073
10.792293,7,40.340337
10.891223,6,40.346634
10.980493,6,40.350839
10.948943,6,40.358294
9.318253,5,40.363086
11.672832,7,40.368122
10.505641,6,40.378979
10.98298,6,40.383062
11.064053,6,40.390826
10.178163,6,40.399479
10.559556,6,40.40879
10.883433,6,40.414422
10.993332,6,40.418396
10.983858,6,40.429139
10.340232,6,40.433718
10.455,6,40.44273
10.698612,6,40.447527
11.328323,7,40.45849
10.543338,6,40.463613
9.092831,5,40.468205
11.842007,7,40.477238
10.910507,6,40.481123
10.784521,6,40.484631
8.97945,5,40.494971
10.985541,6,40.499004
10.274533,6,40.512944
11.824466,7,40.527478
10.710029,6,40.536237
10.770841,6,40.549379
10.146895,6,40.565339
10.876215,6,40.57749
10.558913,6,40.582575
12.244727,7,40.59801
11.030158,6,40.608841
12.318923,7,40.614811
12.22871,7,40.624047
10.186178,6,40.629634
11.025969,6,40.639585
10.892612,6,40.645669
10.985933,6,40.655774
10.531737,6,40.662442
10.960313,6,40.670993
10.031156,6,40.677329
10.24385,6,40.681556
10.459751,6,40.690413
10.575877,6,40.694788
11.964257,7,40.706396
10.487752,6,40.713924
10.507986,6,40.724084
9.060592,5,40.728191
12.360167,7,40.740418
12.066537,7,40.754653
11.095249,6,40.771207
10.967481,6,40.779387
10.640343,6,40.792343
10.849579,6,40.804428
10.492329,6,40.812024
10.983694,6,40.823519
12.067014,7,40.83036
11.871908,7,40.842916
12.224496,7,40.852407
10.454978,6,40.860266
12.108739,7,40.876444
12.222462,7,40.889236
10.750773,6,40.894321
12.060426,7,40.905834
12.2599,7,40.911091
11.844719,7,40.923902
10.90036,6,40.929985
11.076953,6,40.941299
10.403392,6,40.95019
10.18545,6,40.959624
10.425027,6,40.970651
10.656195,6,40.975955
10.276305,6,40.988424
10.533487,6,40.993684
12.090802,7,41.005012
10.631536,6,41.010157
10.878184,6,41.020453
12.197118,7,41.026059
10.72038,6,41.036832
12.244756,7,41.041601
12.099002,7,41.051794
10.715382,6,41.057083
12.216527,7,41.067456
10.549982,6,41.075987
10.271467,6,41.086695
12.173757,7,41.102298
11.052522,6,41.108854
12.164229,7,41.120423
10.924385,6,41.133667
12.250104,7,41.141088
10.973761,6,41.1559
9.192156,5,41.167784
10.726444,6,41.176641
10.164711,6,41.187744
9.762715,6,41.193591
12.023977,7,41.203811
10.31392,6,41.209335
12.464945,7,41.2182
10.845868,6,41.224605
10.388872,6,41.234756
10.975774,6,41.241013
12.234273,7,41.251397
12.151946,7,41.257046
10.161484,6,41.26767
12.474923,7,41.271988
12.072823,7,41.284158
10.445373,6,41.289603
10.320615,6,41.301053
12.174816,7,41.307248
10.824443,6,41.317496
11.710344,7,41.322457
10.440348,6,41.334409
10.564105,6,41.3407
10.834437,6,41.349283
11.848714,7,41.35449
10.108916,6,41.363995
12.061818,7,41.368422
10.796162,6,41.372343
10.425906,6,41.381255
10.83609,6,41.385617
10.521463,6,41.39331
10.190345,6,41.400758
12.502504,7,41.406548
10.917377,6,41.414238
10.724706,6,41.418114
10.156447,6,41.422716
10.834147,6,41.432826
11.014993,6,41.437918
10.056263,6,43.015947
12.173702,7,43.02465
10.390932,6,43.030482
10.905508,6,43.039255
10.201119,6,43.043287
11.057937,6,43.046827
10.91247,6,43.055359
12.113556,7,43.06473
10.356493,6,43.073239
10.906262,6,43.078586
10.936216,6,43.086268
10.339479,6,43.093254
9.876735,6,43.098438
10.907893,6,43.10633
10.535841,6,43.111971
11.033316,6,43.121863
10.08664,6,43.127402
10.251616,6,43.136678
10.972365,6,43.143415
10.763347,6,43.153874
10.554472,6,43.158803
12.08638,7,43.163726
12.07206,7,43.172642
12.2459,7,43.177424
12.695846,7,43.18775
10.761239,6,43.194686
10.29571,6,43.204904
11.104485,7,43.211732
11.717384,7,43.222799
10.582721,6,43.231673
11.975209,7,43.244625
10.255619,6,43.258801
12.096006,7,43.274737
10.181658,6,43.289141
10.86855,6,43.305135
10.394152,6,43.317131
10.929399,6,43.328477
10.873602,6,43.342777
10.623646,6,43.358474
10.939983,6,43.375704
12.19354,7,43.388045
12.064643,7,43.402323
11.702364,7,43.418183
10.124921,6,43.428607
10.58868,6,43.443697
10.579676,6,43.461099
10.434853,6,43.474337
12.080076,7,43.487183
12.375021,7,43.497946
10.835559,6,43.509707
10.217224,6,43.523451
9.219456,5,43.536926
10.99597,6,43.547147
10.209081,6,43.561272
12.13876,7,43.576466
10.075275,6,43.590484
10.38957,6,43.605937
10.981082,6,43.620406
17.534565,10,43.640356
11.024672,6,43.652652
10.606613,6,43.665479
12.306326,7,43.678696
10.647555,6,43.691153
12.116972,7,43.702826
12.131579,7,43.715574
12.3912,7,43.727596
10.214485,6,43.741383
10.670365,6,43.756568
12.261136,7,43.776763
12.213178,7,43.792196
9.812704,6,43.808428
10.034473,6,43.823245
12.075563,7,43.838486
10.821469,6,43.848575
11.087163,6,43.860859
10.829821,6,43.871323
12.23972,7,43.879123
11.012559,6,43.887713
10.75322,6,43.891984
11.103446,7,43.896183
10.987164,6,43.908961
10.805614,6,43.920934
12.191248,7,43.927513
10.332825,6,43.936211
11.800057,7,43.941622
10.553722,6,43.951468
11.01102,6,43.957551
11.7614,7,43.963051
11.815997,7,43.971028
10.847576,6,43.976492
11.931433,7,43.986055
12.023171,7,43.995828
10.317911,6,44.004769
10.486802,6,44.008898
11.054626,6,44.012753
11.655852,7,44.027997
10.818533,6,44.040388
10.352487,6,44.046034
12.153678,7,44.054677
11.025685,6,44.059968
10.938764,7,44.068128
12.914865,7,44.074405
10.066798,6,44.078674
12.23264,7,44.087711
12.08344,7,44.092518
12.099472,7,44.100843
12.410478,7,44.106493
10.067811,6,44.110525
12.203908,7,44.121572
10.115575,6,44.125904
10.315571,6,44.130333
12.116339,7,44.140182
10.641153,6,44.14448
12.050986,7,44.156967
10.556808,6,44.162459
10.293336,6,44.17088
9.794813,6,44.174905
11.854105,7,44.181808
10.998334,6,44.189651
10.61811,6,44.194429
9.837119,6,44.204014
12.069366,7,44.218261
10.542786,6,44.227957
10.66574,6,44.239202
10.823925,6,44.248458
12.11999,7,44.257087
12.237495,7,44.266887
10.805802,6,44.27313
11.926334,7,44.28611
12.129372,7,44.292214
10.955805,6,44.300852
10.932756,6,44.311489
10.467594,6,44.325046
12.140442,7,44.339869
10.460727,6,44.351721
10.968646,6,44.360436
10.261649,6,44.368656
12.208891,7,44.374781
10.910198,6,44.37893
11.070325,6,44.386767
10.576396,6,44.396295
11.979396,7,44.404947
12.15956,7,44.411523
12.176604,7,44.424584
10.414454,6,44.436765
12.445088,7,44.446186
10.92368,6,44.454234
10.850415,6,44.4587
10.776833,6,44.466845
11.905213,7,44.473619
10.31776,6,44.479224
10.407161,6,44.488211
10.972221,6,44.495472
10.682642,6,44.506506
12.090234,7,44.518557
12.179436,7,44.52795
12.2749,7,44.543139
10.660696,6,44.554856
10.273823,6,44.560633
11.970357,7,44.572456
10.30069,6,44.5777
11.183399,7,44.585759
11.031471,6,44.593943
10.778055,6,44.606152
9.201703,5,44.612554
10.937842,6,44.624989
10.184474,6,44.637959
11.01462,6,44.64601
10.317038,6,44.65839
12.126786,7,44.671993
10.334503,6,44.686165
11.754335,7,44.698603
12.296204,7,44.712718
12.109595,7,44.724638
10.496341,6,44.739701
10.216552,6,44.749487
10.864321,6,44.759629
10.297789,6,44.773522
10.877001,6,44.783877
11.092938,6,44.791364
12.162513,7,44.798125
11.057285,6,44.807765
10.799425,6,44.815006
9.724481,6,44.824734
10.660639,6,44.832929
9.753523,6,44.839867
10.465541,6,44.851187
79.610515,44,44.909076
14.483192,8,44.915385
11.865381,7,44.924519
10.990972,6,44.929184
10.192972,6,44.938468
10.97829,6,44.94272
12.121216,7,44.946663
10.495927,6,44.955291
12.165299,7,44.960216
11.010739,6,44.967411
12.095285,7,44.973254
10.966289,6,44.977144
12.246558,7,44.987144
10.828326,6,44.994353
10.934734,6,45.002257
10.614648,6,45.008024
10.493645,6,45.014836
10.510348,6,45.02359
10.516504,6,45.029327
12.061466,7,45.037514
10.991328,6,45.049265
10.476905,6,45.061385
12.112255,7,45.075466
9.125168,5,45.084326
11.991736,7,45.092964
10.450733,6,45.103761
12.053904,7,45.110102
10.791433,6,45.120344
10.926301,6,45.124673
10.370038,6,45.129103
12.034141,7,45.138158
12.386349,7,45.143291
12.075948,7,45.152274
12.217985,7,45.159831
10.421436,6,45.171038
11.080778,6,45.17723
12.008922,7,45.186757
10.859363,6,45.193242
10.564776,6,45.204167
10.478185,6,45.210257
12.064618,7,45.223985
12.09082,7,45.237416
13.720817,8,45.251755
10.874322,6,45.259279
10.823676,6,45.273244
12.160291,7,45.288318
10.995982,6,45.301738
10.661026,6,45.308254
10.162979,6,45.319164
10.614051,6,45.327969
11.028705,6,45.341688
11.095473,6,45.35391
12.026888,7,45.36291
10.458608,6,45.376147
12.068885,7,45.389981
12.085811,7,45.398182
10.704917,6,45.407476
10.942995,6,45.416505
10.56948,6,45.42259
10.79689,6,45.427744
9.101919,5,45.432952
12.13418,7,45.440227
10.565296,6,45.444494
12.049652,7,45.452571
11.381622,7,45.460137
10.134908,6,45.470958
12.253895,7,45.478547
12.246597,7,45.488457
11.019878,6,45.499569
10.88061,6,45.50675
10.995901,6,45.513314
10.879257,6,45.522839
10.571987,6,45.533804
9.138825,5,45.540708
10.594629,6,45.554126
11.024087,6,45.564822
10.462116,6,45.575312
12.159836,7,45.587779
10.859172,6,45.596237
10.980686,6,45.611656
10.947277,6,45.621622
10.606653,6,45.634185
10.837393,6,45.644248
9.543512,6,45.660756
12.2936,7,45.672488
10.742766,6,45.679017
10.964689,6,45.689654
10.184091,6,45.697778
10.410546,6,45.710639
12.013537,7,45.721658
10.328175,6,45.729016
11.036938,6,45.740159
10.318761,6,45.746004
10.629355,6,45.757221
10.645986,6,45.762743
10.246448,6,45.772866
12.1982,7,45.782932
10.433889,6,45.791348
12.063572,7,45.80026
10.972331,6,45.805711
9.132295,5,45.810193
10.306342,6,45.82344
10.651162,6,45.828498
9.033239,5,45.837407
12.27834,7,45.842261
12.088047,7,45.849751
13.255858,8,45.859428
10.395772,6,45.87102
13.09009,7,45.877558
10.688835,6,45.888266
10.72154,6,45.892634
10.789848,6,45.896682
10.693909,6,45.904853
10.331653,6,45.90958
10.810362,6,45.918458
10.965916,6,45.927012
10.781176,6,45.939672
10.983373,6,45.945823
12.177283,7,45.958242
11.002772,6,45.970901
16.05143,9,45.978352
10.024122,6,45.990328
12.127053,7,46.003884
10.502929,6,46.012315
12.289577,7,46.024888
10.21705,6,46.0324
12.060102,7,46.039299
11.972269,7,46.045
10.864444,6,46.056723
10.405564,6,46.072644
10.569303,6,47.739824
10.896098,6,47.745739
10.729287,6,47.754242
10.726766,6,47.760091
10.244327,6,47.770406
11.061374,6,47.775681
12.127378,7,47.78574
10.923996,7,47.791199
10.962509,6,47.798661
12.157761,7,47.804632
12.218985,7,47.809908
10.315613,6,47.82005
10.548695,6,47.826984
10.57961,6,47.840762
10.68097,6,47.845627
10.952365,6,47.853378
12.154547,7,47.857694
10.801625,6,47.86698
10.808108,6,47.873935
12.045565,7,47.878709
10.352897,6,47.886986
10.927906,6,47.893615
10.322369,6,47.902925
12.245047,7,47.908767
10.060806,6,47.916876
10.622069,6,47.924095
10.578735,6,47.93526
9.178853,5,47.944269
12.191989,7,47.95738
9.783593,6,47.969543
13.169764,8,47.982176
10.922277,6,47.992005
10.175267,6,48.003073
12.138198,7,48.017335
10.645583,6,48.024917
10.57933,6,48.034303
10.990193,6,48.039655
10.350472,6,48.043394
12.489994,7,48.054669
10.622963,6,48.059097
11.882931,7,48.069847
10.928598,6,48.074905
10.862983,6,48.083462
10.859807,6,48.089228
9.770791,6,48.094748
10.207999,6,48.105466
10.710723,6,48.110575
12.145607,7,48.121233
9.222511,5,48.126081
10.609325,6,48.136336
12.504936,7,48.141467
10.688729,6,48.150629
12.09086,7,48.156821
12.063664,7,48.166506
10.911413,6,48.173182
12.060052,7,48.186957
10.234684,6,48.191679
10.966335,6,48.20262
12.579043,7,48.220842
10.519216,6,48.235208
10.615799,6,48.244425
11.005518,7,48.259872
11.247634,7,48.276642
11.482701,7,48.293438
10.545816,6,48.307929
10.096641,6,48.321272
12.159306,7,48.331364
11.821722,7,48.353917
10.978494,6,48.36524
10.681659,6,48.390025
10.62564,6,48.407017
12.202231,7,48.428878
10.408973,6,48.456701
11.94127,7,48.471728
12.144364,7,48.48505
12.111439,7,48.49261
10.055069,6,48.502822
11.949423,7,48.514068
10.51764,6,48.521678
10.786026,6,48.525798
11.039866,6,48.533879
12.058631,7,48.539514
10.168787,6,48.543628
10.990194,6,48.552449
12.151925,7,48.557005
11.020616,6,48.566318
10.132354,6,48.570661
10.644508,6,48.574284
9.582354,6,48.578692
12.227637,7,48.589534
10.90235,6,48.600026
9.906942,6,48.606745
10.894037,6,48.620162
10.989934,6,48.632612
11.009843,6,48.644256
10.093927,6,48.657006
10.630609,6,48.671479
11.886839,7,48.687302
12.216725,7,48.702764
10.873382,6,48.716799
10.893225,6,48.729081
10.601503,6,48.740699
10.475943,6,48.75639
10.211564,6,48.784483
10.765256,6,48.807575
12.287899,7,48.819851
10.96919,6,48.829867
10.978129,6,48.839659
9.812589,6,48.843723
11.021901,6,48.856583
12.571517,7,48.866568
10.063651,6,48.871951
11.905303,7,48.876653
10.69182,6,48.889184
10.554529,6,48.893562
10.943722,6,48.902462
9.169109,5,48.909489
10.614923,6,48.918907
12.103767,7,48.931839
10.761943,6,48.940118
10.895884,6,48.952982
10.924074,6,48.964092
11.897905,7,48.975153
10.599426,6,48.987564
10.811696,6,49.00165
10.688934,6,49.01126
10.098233,6,49.023512
10.81882,6,49.037224
10.971619,6,49.053039
11.906797,7,49.073972
9.622516,6,49.087585
10.882038,6,49.099395
9.751911,6,49.108783
12.152904,7,49.118699
10.212645,6,49.123759
10.945689,6,49.132866
10.666638,6,49.137275
10.383776,6,49.140835
10.471381,6,49.155281
10.315446,6,49.16897
10.323123,6,49.177098
10.597979,6,49.190712
12.114328,7,49.204941
9.72709,6,49.217222
9.167933,5,49.224866
10.545563,6,49.239577
10.666096,6,49.253437
11.036378,6,49.257886
10.963628,6,49.272577
10.437872,6,49.285719
8.987067,5,49.292696
11.018315,7,49.302972
10.748643,6,49.308351
12.126787,7,49.316656
11.03204,6,49.320848
11.093265,6,49.330343
12.071917,7,49.342344
10.425121,6,49.355489
11.004954,6,49.364251
11.043647,6,49.372246
10.374186,6,49.384275
12.122397,7,49.398539
12.219758,7,49.419836
12.24315,7,49.43681
12.095669,7,49.452818
14.425089,8,49.474613
12.167854,7,49.489297
11.966714,7,49.501972
10.649267,6,49.5146
10.976877,6,49.524357
12.196408,7,49.538342
10.967867,6,49.543093
9.195991,5,49.551433
10.72798,6,49.556239
10.750157,6,49.563134
11.940641,7,49.56936
9.923303,6,49.574374
12.192716,7,49.58434
10.515297,6,49.595854
12.253288,7,49.602591
10.832794,6,49.60747
9.765223,6,49.617468
11.189029,7,49.624957
10.825014,6,49.635037
10.625057,6,49.639729
9.219518,5,49.647718
11.596077,7,49.653619
11.067882,6,49.658445
11.032394,6,49.672476
12.229778,7,49.6842
10.488322,6,49.689177
10.647171,6,49.699071
10.829374,6,49.705006
10.827222,6,49.710193
11.09348,6,49.721114
10.220328,6,49.739024
11.008756,6,49.767909
10.948551,6,49.774853
10.981872,6,49.786398
9.126051,5,49.791382
10.125161,6,49.801362
10.922004,6,49.805677
10.925711,6,49.809819
12.090599,7,49.820046
10.254294,6,49.82591
10.093901,6,49.835271
10.484879,6,49.842444
11.899671,7,49.852952
12.100608,7,49.859097
10.994996,6,49.868207
12.263922,7,49.873385
12.501476,7,49.879378
11.839975,7,49.886418
12.108232,7,49.898628
10.865547,6,49.909116
11.018477,6,49.923949
10.89923,6,49.935938
11.010163,6,49.94219
11.01807,6,49.955729
12.404072,7,49.970708
10.96792,6,49.984463
12.183882,7,49.99358
10.744019,6,50.002595
10.974011,6,50.009152
12.05987,7,50.021859
10.70701,6,50.029738
12.144582,7,50.036959
10.2636,6,50.042682
10.709137,6,50.05398
10.998288,6,50.064076
11.129126,7,50.072511
10.555688,6,50.078538
11.325111,7,50.087649
12.123702,7,50.098827
13.196544,8,50.109024
10.401688,6,50.119306
10.22145,6,50.128185
10.348295,6,50.136725
10.361365,6,50.141419
10.407914,6,50.151663
12.068111,7,50.15756
11.006129,6,50.166256
10.719403,6,50.174252
10.136052,6,50.184284
11.867223,7,50.18982
9.861741,6,50.199622
9.843615,6,50.204459
11.008803,6,50.209457
11.521467,7,50.220538
10.305856,6,50.225116
9.148355,5,50.2342
10.981808,6,50.238541
10.523964,6,50.244401
10.996228,6,50.254058
12.140284,7,50.259712
10.967518,6,50.268807
9.561278,6,50.273502
10.867481,6,50.284233
12.286146,7,50.2985
9.150555,5,50.306598
10.341161,6,50.317588
10.869797,6,50.323704
12.530539,7,50.336351
12.151922,7,50.341365
10.995879,6,50.350708
10.348417,6,50.358515
12.283939,7,50.369876
10.996802,6,50.390173
10.678736,6,50.407055
11.021062,6,50.418926
10.914735,6,50.423764
12.332829,7,50.433742
10.95976,6,50.439436
10.837215,6,50.450086
12.051524,7,50.454995
10.281559,6,50.459028
10.943032,6,50.470519
10.558115,6,50.481796
10.835663,6,50.490342
10.603634,6,50.504597
12.14414,7,50.518001
12.541274,7,50.52489
10.862939,6,50.535054
13.154041,8,50.540421
9.185525,5,50.550718
10.368833,6,50.556653
12.20681,7,50.566658
10.947937,6,50.571011
10.530533,6,50.575427
10.407243,6,50.585763
9.909054,6,50.589933
10.649011,6,50.601277
10.864654,6,50.606383
10.613102,6,50.61751
11.791331,7,50.62385
9.801573,6,50.635041
12.113864,7,50.64451
10.911853,6,50.655036
12.035322,7,50.665508
10.969736,6,50.674346
12.252919,7,50.685035
12.054803,7,50.697523
10.220874,6,50.704349
12.176001,7,50.715592
10.916328,7,50.725139
10.039765,6,50.73583
10.967033,6,50.741801
10.320998,6,50.755199
12.245159,7,50.767578
12.19652,7,50.773609
10.908562,6,50.784308
10.32101,6,50.789439
10.202886,6,50.79943
10.571834,6,50.804831
10.326445,6,50.814481
10.903838,6,50.823417
10.93348,6,50.838631
10.225748,6,50.851192
13.227425,8,50.856746
13.132359,8,50.868876
10.961433,6,50.881198
10.300069,6,50.886421
12.000502,7,50.899209
10.669386,6,50.907493
10.419411,6,50.917116
