#{"t_start": 1776169974.3279428, "env_id": "None"}
r,l,t
12.083085,7,20.617782
9.97372,6,20.628216
10.196814,6,20.635181
10.661885,6,20.643852
11.799342,7,20.658545
10.855067,6,20.668142
10.609821,6,20.678702
10.370451,6,20.690615
10.541081,6,20.69752
9.95606,6,20.708243
11.784303,7,20.714395
10.778617,6,20.723974
10.760849,6,20.731518
10.830221,6,20.743233
10.15344,6,20.758557
10.934162,6,20.767369
10.203238,6,20.778255
11.923808,7,20.784081
11.153569,7,20.793383
10.256842,6,20.797418
8.973631,5,20.800373
10.716582,6,20.809158
10.504805,6,20.820492
10.612759,6,20.828517
10.881427,6,20.840809
10.863073,6,20.849291
10.598624,6,20.864397
11.793698,7,20.884392
10.810333,6,20.899284
10.475523,6,20.910885
10.239442,6,20.92313
12.039012,7,20.933477
10.819913,6,20.943914
10.411261,6,20.950483
11.776857,7,20.962634
11.917012,7,20.976956
10.784516,6,20.987798
11.74084,7,21.00602
9.805988,6,21.017204
12.047532,7,21.029769
8.845032,5,21.037864
10.287482,6,21.047282
10.611517,6,21.061364
10.734923,6,21.076179
10.154506,6,21.092809
11.983651,7,21.109974
11.397539,7,21.127026
10.850876,6,21.14251
10.578205,6,21.156728
10.754586,6,21.167864
10.212654,6,21.184138
11.947292,7,21.199652
10.878301,6,21.214421
10.574984,6,21.227981
10.891463,6,21.242144
9.057237,5,21.250735
10.848117,6,21.265792
10.550156,6,21.281876
9.949884,6,21.295398
10.423242,6,21.307106
10.594711,6,21.315085
10.806986,6,21.329448
10.532999,6,21.344081
11.786866,7,21.361207
11.91143,7,21.377012
10.795721,6,21.3918
10.821379,6,21.399959
9.024062,5,21.409555
10.334587,6,21.415144
11.744049,7,21.427856
11.011629,6,21.436577
12.025457,7,21.446893
10.867281,6,21.459308
16.475118,10,21.47555
10.699018,7,21.485456
10.305857,6,21.499304
10.28726,6,21.509154
10.132358,6,21.517054
10.812624,6,21.528052
11.883464,7,21.540283
12.111165,7,21.550166
10.037022,6,21.56138
10.347919,6,21.568884
9.839088,6,21.577693
10.120406,6,21.584078
10.831584,6,21.595069
9.885134,6,21.602782
9.090393,5,21.612289
10.964018,6,21.619627
10.306117,6,21.629811
9.661511,6,21.642046
9.657825,6,21.650112
10.861251,6,21.662528
11.945936,7,21.674212
10.255955,6,21.681641
12.178072,7,21.692029
12.116738,7,21.699865
12.043897,7,21.710976
10.335647,6,21.717384
10.461845,6,21.727486
10.794165,6,21.73469
10.066797,6,21.743902
11.874412,7,21.751024
10.444947,6,21.761068
10.734101,6,21.766253
10.872778,6,21.776677
10.538645,6,21.783497
10.501374,6,21.792673
11.012534,6,21.79923
10.265133,6,21.808675
10.416454,6,21.816369
10.39973,6,21.828212
10.117288,6,21.836096
10.500225,6,21.843085
11.893064,7,21.849086
9.61347,6,21.860992
12.531943,7,21.867529
10.509378,6,21.877702
10.681214,6,21.883428
10.314083,6,21.895341
10.37923,6,21.904639
11.921337,7,21.915629
11.953665,7,21.928673
10.817731,6,21.939403
10.596576,6,21.949574
12.019226,7,21.962501
10.848683,6,21.970182
10.04725,6,21.98354
9.939632,6,21.998909
11.963362,7,22.013573
11.688722,7,22.029625
10.48581,6,22.044754
9.586563,6,22.059109
9.831348,6,22.072538
10.35258,6,22.084424
11.711727,7,22.107426
10.551291,6,22.119324
10.863743,6,22.134641
10.855614,6,22.146013
10.082853,6,22.160139
10.665629,6,22.17356
10.759734,6,22.180323
10.905118,6,22.192971
10.333783,6,22.209463
10.79348,6,22.22274
10.916067,6,22.234524
10.162793,6,22.248435
10.727078,6,22.260833
10.794549,6,24.022276
10.283402,6,24.030951
10.639782,6,24.038732
10.8387,6,24.04604
10.889026,6,24.051156
10.675934,6,24.061131
10.117409,6,24.065224
10.736012,6,24.068818
10.158537,6,24.078095
10.796399,7,24.08291
10.528219,6,24.092594
10.221531,6,24.097355
10.550955,6,24.103258
10.877137,6,24.111858
10.761324,6,24.118047
11.828237,7,24.128052
9.505457,6,24.136285
11.961845,7,24.146624
10.435261,6,24.158206
10.596575,6,24.164854
10.971975,6,24.175375
13.036857,8,24.189219
11.953823,7,24.198008
10.413809,6,24.207456
17.85959,10,24.219879
10.177732,6,24.230466
10.338001,6,24.245152
11.988494,7,24.264198
9.608361,6,24.276773
10.597489,6,24.285163
10.65289,6,24.297403
12.104196,7,24.307769
9.968047,6,24.314377
9.986319,6,24.325217
10.557202,6,24.333951
9.042266,5,24.344129
10.173469,6,24.349277
13.884361,8,24.361736
11.654366,7,24.36676
11.952078,7,24.377609
11.971227,7,24.382423
12.058793,7,24.392641
10.095859,6,24.397746
10.756991,6,24.408401
10.921655,6,24.414852
9.993367,6,24.425861
10.860585,6,24.431601
10.893202,6,24.438835
10.897902,6,24.447443
10.844404,6,24.453122
10.342013,6,24.464103
10.268587,6,24.479608
10.041221,6,24.494003
10.341157,6,24.502199
9.914041,6,24.510499
11.996137,7,24.518961
10.784809,6,24.529033
11.894568,7,24.536225
12.024784,7,24.54839
10.801444,6,24.55796
10.815916,6,24.563177
12.096623,7,24.569061
11.447012,7,24.579343
9.115082,5,24.585068
12.228367,7,24.59744
10.112415,6,24.609009
10.829328,6,24.614609
10.904638,6,24.624823
10.609254,6,24.629997
10.684445,6,24.634646
10.814556,6,24.644968
12.073677,7,24.651469
10.81583,6,24.660768
10.248405,6,24.667413
10.356322,6,24.677851
10.276726,6,24.685482
10.885256,6,24.695968
10.739748,6,24.708513
10.415799,6,24.7155
12.490248,7,24.72877
10.963703,6,24.737171
10.478238,6,24.747694
10.241255,6,24.752971
10.889197,6,24.761903
10.905264,6,24.766342
10.535857,6,24.776179
10.474299,6,24.783587
10.750516,6,24.796562
10.933033,6,24.802186
10.171762,6,24.813282
10.123828,6,24.818516
12.038474,7,24.830041
10.379197,6,24.834303
10.169799,6,24.844213
11.932797,7,24.849086
9.75438,6,24.858731
11.850199,7,24.872341
12.061489,7,24.885394
10.208449,6,24.898134
10.345204,6,24.912537
9.963568,6,24.919084
10.937222,6,24.930634
11.536575,7,24.940617
10.223393,6,24.957083
10.238793,6,24.967895
9.758001,6,24.984616
10.705031,6,25.004123
12.091725,7,25.041405
10.826457,6,25.063932
10.90365,6,25.094136
10.923357,6,25.116944
10.882577,6,25.13559
10.372159,6,25.149894
9.907543,6,25.166998
10.038896,6,25.189043
10.713402,6,25.212431
10.788346,6,25.234344
10.86499,6,25.263723
11.925476,7,25.281004
9.948819,6,25.292442
10.865669,6,25.305985
10.872056,6,25.317578
10.688526,6,25.344657
12.008284,7,25.351058
10.350461,6,25.36118
10.518443,6,25.365553
12.079904,7,25.372308
10.533458,6,25.378175
10.436002,6,25.382262
10.086724,6,25.390369
12.003244,7,25.395883
10.989733,6,25.399547
16.014649,9,25.410175
10.024487,6,25.415197
10.367724,6,25.420208
11.693143,7,25.429394
10.600753,6,25.435338
9.98719,6,25.444885
10.071955,6,25.451225
10.144307,6,25.461468
10.917857,6,25.466318
10.71367,7,25.478736
10.660618,6,25.484295
12.005811,7,25.493303
8.979653,5,25.497221
10.112506,6,25.500862
11.629048,7,25.507848
11.805653,7,25.513839
10.128251,6,25.518229
11.128496,7,25.527655
10.811376,6,25.533345
10.07732,6,25.542406
12.168576,7,25.547349
10.003118,6,25.551284
10.871571,6,25.56132
12.037367,7,25.568565
12.067785,7,25.584156
10.36374,6,25.595419
12.303809,7,25.608632
10.045785,6,25.618253
10.222799,6,25.632108
11.929775,7,25.64855
10.354577,6,25.663902
11.910307,7,25.682193
10.717222,6,25.698032
12.016651,7,25.71193
10.888885,6,25.720112
10.276505,6,25.734544
10.242324,6,25.747817
10.00052,6,25.760446
10.561763,6,25.767766
10.955006,6,25.777597
9.547507,6,25.787534
10.239451,6,25.799001
10.862688,6,25.812441
11.377363,7,25.827676
11.730765,7,25.844046
10.253447,6,25.853193
10.108038,6,25.866426
9.005933,5,25.877747
11.759503,7,25.896207
10.04717,6,25.910826
11.92463,7,25.919534
10.841697,6,25.929835
10.137957,6,25.945273
10.67045,6,25.962096
10.897068,6,25.978765
10.882929,6,25.994576
11.819944,7,26.003095
11.937626,7,26.015104
10.349881,6,26.026799
9.986849,6,26.039381
11.728408,7,26.052588
10.379596,6,26.066768
10.216007,6,26.082067
10.449298,6,26.095075
10.078283,6,26.110608
10.593878,6,26.128044
10.869439,6,26.14293
9.653468,6,26.153371
11.902128,7,26.164546
12.12785,7,26.177952
10.703431,6,26.184944
10.821751,6,26.19331
12.13629,7,26.199816
10.215955,6,26.209206
10.842711,6,26.218006
11.723619,7,26.231189
10.62764,6,26.236756
10.604988,6,26.246828
11.336613,7,26.251228
10.264158,6,26.265686
10.551938,6,26.27441
10.045113,6,26.285159
9.563448,6,26.297604
13.324358,8,26.312561
11.874747,7,26.318631
10.705237,6,26.328915
11.696049,7,26.334002
11.628878,7,26.34207
10.688363,6,26.34903
9.876161,6,26.359834
10.779212,6,26.366783
10.886741,6,26.377202
9.995899,6,26.400489
9.921331,6,26.420476
8.943323,5,26.430714
10.374756,6,26.4478
10.155708,6,26.4653
10.756979,6,26.494305
9.078679,5,26.512897
10.113355,6,26.52119
10.752583,6,26.530513
9.079834,5,26.534562
9.010925,5,26.549439
10.866565,6,26.568682
10.60906,6,26.579334
11.963501,7,26.584347
12.099319,7,26.593731
9.079293,5,26.599184
9.720334,6,26.603316
10.239045,6,26.614692
9.06861,5,26.61825
9.133725,5,26.627591
10.862118,6,26.632532
10.779705,6,26.636222
10.193868,6,26.651052
9.103226,5,26.663541
12.23047,7,26.668453
11.782484,7,26.681654
10.884153,6,26.691369
10.387784,6,26.698036
10.899221,6,26.703223
10.828933,6,26.713598
10.111472,6,26.717514
10.9046,6,26.726471
12.176725,7,26.732685
10.220438,6,26.744502
12.129063,7,26.749599
10.760456,6,26.754633
10.48704,6,26.765649
10.677809,6,26.769892
10.262263,6,26.782886
12.062679,7,26.790665
12.172736,7,26.797755
9.613738,6,26.801931
10.512907,6,26.81058
9.947656,6,26.81653
10.408351,6,26.828181
10.579029,6,26.833144
8.801007,5,26.836522
10.03336,6,26.84728
11.989112,7,26.852003
9.862818,6,26.863175
10.874958,6,26.870781
10.372683,6,26.881008
10.744835,6,26.887877
12.807313,8,26.901868
10.684851,6,26.913934
10.14759,6,26.926745
11.955473,7,26.936377
10.856905,6,26.948926
9.951287,6,26.96302
9.941284,6,26.968528
11.866364,7,26.978784
11.993381,7,26.985142
10.468171,6,26.995003
10.856545,6,26.999578
10.424516,6,27.010018
12.080567,7,27.017496
10.685726,6,27.02752
12.002479,7,27.033019
12.485928,7,27.042567
9.351481,6,27.047951
10.360062,6,27.052686
9.024646,5,27.063024
9.729381,6,27.067968
10.148478,6,27.079733
10.777044,6,27.084537
10.619823,6,27.093597
10.751408,6,27.098724
9.972536,6,27.104231
10.005846,6,27.113039
11.989847,7,27.11898
11.968068,7,27.131239
9.991151,6,27.14383
12.065917,7,27.152191
10.79736,6,27.166877
10.089516,6,27.176809
12.529976,7,27.184549
10.629947,6,27.192882
10.554804,6,27.198767
11.939503,7,27.205684
11.633324,7,27.216166
12.034341,7,27.227169
10.187181,6,27.232311
10.486314,6,27.236965
10.876601,6,27.246629
10.168047,6,27.250761
12.043192,7,27.267963
10.103252,6,27.280678
12.019445,7,27.295469
13.405445,8,27.315584
12.130144,7,27.330945
10.50953,6,27.344102
11.728192,7,27.352269
10.51998,6,27.36326
8.86974,5,29.068572
10.76167,6,29.081365
10.742959,6,29.085302
11.599317,7,29.094898
10.572102,6,29.098847
9.97898,6,29.103182
12.010148,7,29.111749
10.721813,6,29.115505
10.766412,6,29.121099
12.061532,7,29.129654
10.361099,6,29.133744
10.775553,6,29.139649
11.727342,7,29.14669
12.322767,7,29.15102
10.56524,6,29.156932
9.847539,6,29.16635
10.16286,6,29.177907
10.177595,6,29.184285
10.745077,6,29.193274
10.588085,6,29.202942
10.91777,6,29.215257
12.087164,7,29.226788
12.134839,7,29.234875
15.403057,9,29.250896
12.044475,7,29.262942
9.05349,5,29.271125
10.802467,6,29.282201
10.304069,6,29.29128
10.915719,6,29.296523
12.068545,7,29.307674
10.981062,6,29.313418
9.901752,6,29.321814
12.97937,8,29.330831
11.960919,7,29.337279
10.474574,6,29.34647
10.670473,6,29.351284
9.836669,6,29.360338
10.487415,6,29.367515
12.160779,7,29.377735
10.963478,6,29.382663
12.287304,7,29.386872
12.02989,7,29.395508
11.698621,7,29.406954
10.088735,6,29.413202
10.748994,6,29.417129
10.884422,6,29.420822
10.807582,7,29.430932
11.971928,7,29.435179
11.768746,7,29.44346
12.44377,7,29.449282
10.454254,6,29.453263
10.124949,6,29.462055
10.033664,6,29.466696
12.001185,7,29.470991
12.095073,7,29.480479
10.76093,6,29.495205
10.816656,6,29.500271
11.985762,7,29.511586
10.773767,6,29.516409
10.744749,6,29.520229
9.003866,5,29.53228
10.839499,6,29.536882
10.565512,6,29.546204
11.782489,7,29.552911
10.166587,6,29.562375
10.608397,6,29.567921
10.471401,6,29.577822
12.19203,7,29.583178
10.161983,6,29.587416
11.981723,7,29.598663
11.855539,7,29.60381
10.850894,6,29.613755
10.81415,6,29.619365
10.084774,6,29.630311
9.882555,6,29.635563
9.561528,6,29.646317
10.722311,7,29.651826
12.092645,7,29.660003
10.838375,6,29.665249
12.16441,7,29.669858
11.775064,7,29.679857
10.387957,6,29.69106
11.698573,7,29.698098
10.851849,6,29.703421
10.177854,6,29.714124
10.260379,6,29.72148
10.839045,6,29.729307
10.220497,6,29.735302
12.091343,7,29.74458
10.575738,6,29.749035
10.731277,6,29.752885
10.814434,6,29.761826
11.330967,7,29.767623
11.977809,7,29.77694
10.802287,6,29.782936
10.521937,6,29.78737
10.00229,6,29.796644
12.210904,7,29.801766
10.924785,7,29.811637
11.960529,7,29.81654
10.259925,6,29.820716
12.107278,7,29.829729
10.284055,6,29.83408
10.851104,6,29.837856
8.98346,5,29.846806
11.083919,7,29.854294
12.039076,7,29.866
10.4226,6,29.875217
10.886252,6,29.882493
12.390832,7,29.89044
10.822343,6,29.898177
9.059138,5,29.903888
10.906831,6,29.914541
10.13633,6,29.922671
11.613168,7,29.932802
10.857696,6,29.940657
10.817265,6,29.948427
12.089466,7,29.957529
10.874921,6,29.96535
11.867668,7,29.977309
9.914038,6,29.982905
10.853475,6,29.987716
10.207422,6,29.997375
10.096666,6,30.003231
10.244811,6,30.012227
10.816246,6,30.016408
8.941385,5,30.019741
11.943712,7,30.02916
9.998216,6,30.033897
12.021279,7,30.040415
10.145771,6,30.048139
10.151028,6,30.052882
9.68706,6,30.061238
10.885058,6,30.06577
12.166106,7,30.070132
12.119371,7,30.079645
11.842987,7,30.084291
12.106891,7,30.095342
11.580108,7,30.100153
12.140254,7,30.111859
10.405786,6,30.116328
10.680165,6,30.121125
11.944643,7,30.13009
10.413882,6,30.135036
10.575002,6,30.142341
9.72206,6,30.14765
10.502473,6,30.153669
10.680879,6,30.162962
10.657911,6,30.168276
10.37041,6,30.177185
10.232269,6,30.181503
10.312166,6,30.186379
10.020424,6,30.197076
10.822752,6,30.201463
10.992453,6,30.206418
11.739391,7,30.213938
12.091017,7,30.218545
10.349874,6,30.226202
10.157291,6,30.231319
10.632644,6,30.23545
11.645587,7,30.243986
10.851138,6,30.24831
10.796324,6,30.252148
10.59458,6,30.260194
12.021616,7,30.26544
10.882367,6,30.27761
10.822393,6,30.282059
9.975006,6,30.286034
9.028664,5,30.294444
9.741823,6,30.299025
10.749264,6,30.302929
10.694477,6,30.312375
10.112947,6,30.317138
12.071655,7,30.322991
10.912026,7,30.331217
10.513698,6,30.335638
9.062827,5,30.340012
10.617337,6,30.346985
9.934698,6,30.351104
10.185547,6,30.355442
10.939628,6,30.366203
10.859186,6,30.377743
10.35165,6,30.382477
10.203429,6,30.386101
10.832539,6,30.395569
10.826809,6,30.399785
10.098021,6,30.404243
10.66667,6,30.413307
10.259463,6,30.418677
9.069174,5,30.425477
10.283785,6,30.431527
11.11328,6,30.435996
10.78859,6,30.444786
10.658805,6,30.449776
13.836731,8,30.456851
11.379376,7,30.46547
9.616383,6,30.469648
10.106419,6,30.479412
10.899539,6,30.483751
11.738066,7,30.492206
10.67011,6,30.501276
8.957963,5,30.510871
10.281881,6,30.515953
10.850721,6,30.519798
10.699897,6,30.529474
10.817726,6,30.533714
10.909975,6,30.537741
8.919636,5,30.545773
10.508192,6,30.554907
10.079749,6,30.563298
10.78886,6,30.567337
12.795724,8,30.57661
10.775887,6,30.581603
9.208043,5,30.585984
10.576216,6,30.594661
10.437587,6,30.599186
10.950958,6,30.603688
10.42203,6,30.613091
10.406422,6,30.618461
10.855638,6,30.625696
11.971024,7,30.631544
11.707687,7,30.636953
16.927336,10,30.647323
10.653477,6,30.651731
10.910209,6,30.66034
12.424842,7,30.6656
12.017414,7,30.67131
10.111652,6,30.68074
10.92528,6,30.687227
12.035003,7,30.696433
10.494592,6,30.701997
12.111189,7,30.713107
10.43391,6,30.719057
11.927698,7,30.729391
10.574118,6,30.73439
10.576846,6,30.740498
9.687754,6,30.748349
9.784703,6,30.753661
10.830601,6,30.763007
10.911645,6,30.76719
10.425959,6,30.770849
12.893054,7,30.780643
12.08408,7,30.786145
10.790614,6,30.795494
12.085413,7,30.800649
10.919915,6,30.804984
9.956049,6,30.813749
10.397888,6,30.817916
9.917755,6,30.823744
11.919986,7,30.831079
10.796726,6,30.836718
9.946952,6,30.846209
17.858386,11,30.852735
10.328652,6,30.860331
10.658929,6,30.864826
10.469319,6,30.871134
10.270255,6,30.882025
10.291342,6,30.887895
12.03771,7,30.896881
10.925551,6,30.900968
10.886645,6,30.904889
10.589839,6,30.914335
10.041248,6,30.919333
11.942019,7,30.928823
11.93732,7,30.934339
10.499821,6,30.938447
10.416376,6,30.950537
10.641724,6,30.960186
10.601978,6,30.965113
10.028942,6,30.969836
11.880155,7,30.980465
10.586279,6,30.985137
10.770767,6,30.994399
10.125889,6,30.998976
10.651177,6,31.003221
11.841323,7,31.013752
10.82533,6,31.019829
11.661426,7,31.030573
9.840153,6,31.035045
11.63297,7,31.044792
12.091846,7,31.050168
10.875735,6,31.055194
10.888661,6,31.062754
10.307955,6,31.066789
10.175168,6,31.070539
11.902843,7,31.079685
10.742745,6,31.08402
10.874004,6,31.087858
10.681875,6,31.095888
12.007879,7,31.10912
10.770947,6,31.114326
9.610501,6,31.118342
9.919096,6,31.122457
9.107792,5,31.132633
11.890598,7,31.140846
10.690702,6,31.149036
10.150905,6,31.154107
11.952886,7,31.163725
11.96277,7,31.168733
10.874465,6,31.17839
12.74935,7,31.183556
9.003296,5,31.187008
12.02155,7,31.199556
10.663854,6,31.210685
11.438236,7,31.215532
10.480078,6,31.219361
10.08512,6,31.228659
11.952887,7,31.233682
11.000629,6,31.237705
10.042658,6,31.246372
12.08662,7,31.254353
10.235054,6,31.263922
10.832915,6,31.268395
10.838638,6,31.273723
10.840369,6,31.280198
10.976092,7,31.284725
10.610127,6,31.289528
9.951764,6,31.297534
12.373601,7,31.302594
10.092892,6,31.311964
10.571932,6,31.316663
10.327719,6,31.320564
9.52787,6,31.329303
10.155699,6,31.334326
9.661148,6,31.339925
10.763906,6,31.347445
10.86075,6,33.062384
12.026484,7,33.067261
10.31059,6,33.073516
10.474268,6,33.080157
10.826168,6,33.084911
10.683721,6,33.089586
11.993243,7,33.096991
10.011325,6,33.102067
12.166239,7,33.112412
10.332406,6,33.117242
12.046274,7,33.128003
11.93711,7,33.135586
11.843457,7,33.147206
10.885844,6,33.153205
9.946566,6,33.163188
10.863302,6,33.175443
10.931246,6,33.186877
16.497112,9,33.208673
11.699392,7,33.225745
10.437538,6,33.235654
10.755085,6,33.2499
10.975108,6,33.265067
8.954174,5,33.27825
10.178419,6,33.290925
10.108776,6,33.299115
12.067847,7,33.309324
10.780687,6,33.314781
10.222461,6,33.322051
10.748768,6,33.331996
10.083796,6,33.338419
9.005043,5,33.346765
12.218328,7,33.351767
10.91052,6,33.358835
10.824522,6,33.364804
11.911957,7,33.370023
13.242797,8,33.38029
10.281207,6,33.392542
11.966658,7,33.401127
12.074108,7,33.412968
10.761747,6,33.419048
10.101646,6,33.428845
9.127919,5,33.433811
10.124159,6,33.43857
10.878541,6,33.446795
12.104911,7,33.451734
10.808688,6,33.456231
12.134704,7,33.466042
10.127286,6,33.47159
10.832764,6,33.480264
10.739011,6,33.485534
9.833954,6,33.496432
10.113429,6,33.50402
10.389817,6,33.514721
10.737386,6,33.522593
10.811036,6,33.533667
11.441993,7,33.544838
10.920456,6,33.552285
12.153861,7,33.563854
10.046723,6,33.571365
10.342691,6,33.579977
10.400612,6,33.589332
10.854849,6,33.599852
11.351894,7,33.610906
10.822055,6,33.616346
10.826976,6,33.621333
10.820662,6,33.629358
8.878763,5,33.63376
10.89953,6,33.639457
12.111605,7,33.647827
11.998114,7,33.653541
10.053987,6,33.664552
10.010527,6,33.676389
10.835911,6,33.681686
10.00244,6,33.687657
10.303611,6,33.697601
14.356061,8,33.705191
10.618277,6,33.714259
9.077766,5,33.719514
10.889601,6,33.730432
16.541429,9,33.738483
9.97605,6,33.747477
10.751203,6,33.759054
11.404312,7,33.765436
10.929859,6,33.770559
10.094754,6,33.781219
11.123667,6,33.787167
10.10283,6,33.796693
10.471762,6,33.802917
10.784506,6,33.81196
12.667558,7,33.819975
11.991951,7,33.830236
10.500285,6,33.836936
10.364983,6,33.846573
10.590361,6,33.851861
12.914503,8,33.861079
10.183421,6,33.86743
10.198081,6,33.871696
12.012751,7,33.882383
10.80728,6,33.89077
9.540475,6,33.899877
10.822574,6,33.905205
11.005588,6,33.915367
10.542982,6,33.923962
10.8527,6,33.932757
10.763356,6,33.937649
10.442317,6,33.946887
11.947568,7,33.952919
10.344074,6,33.963028
11.746649,7,33.967864
10.462216,6,33.980315
9.564258,6,33.984873
12.03855,7,33.996498
10.639374,6,34.001441
10.442212,6,34.008377
10.30051,6,34.016521
9.41959,6,34.025971
9.080084,5,34.032271
10.179375,6,34.038517
10.473992,6,34.046577
12.677071,7,34.054852
10.389596,6,34.064256
10.143961,6,34.070797
10.774793,6,34.080266
10.502639,6,34.084671
10.245582,6,34.088622
21.833734,12,34.104256
14.170573,8,34.114484
10.845754,6,34.119609
10.440014,6,34.129091
10.843724,6,34.13359
10.771247,6,34.138933
10.00201,6,34.147202
10.921818,6,34.152315
10.417107,6,34.158564
10.40304,6,34.164823
10.536583,6,34.168959
9.937335,6,34.179199
9.648898,6,34.185093
10.26108,6,34.195129
10.867369,6,34.200366
10.036215,6,34.206268
10.859136,6,34.215672
11.963769,7,34.220879
10.251545,6,34.230139
11.698724,7,34.236077
12.012819,7,34.246013
11.94069,7,34.253971
10.240845,6,34.263491
12.022852,7,34.270253
10.485693,6,34.279517
10.328926,6,34.285129
10.446649,6,34.290988
10.773225,6,34.298295
12.120182,7,34.304931
9.993454,6,34.313822
10.75463,6,34.318135
10.899928,6,34.325948
10.147936,6,34.331605
11.747932,7,34.336134
10.81494,6,34.345924
10.43975,6,34.350854
11.757039,7,34.357895
9.959424,6,34.364991
10.684929,6,34.371502
10.236273,6,34.379785
12.167875,7,34.385864
11.918511,7,34.39535
12.080221,7,34.400727
10.022995,6,34.405763
10.165841,6,34.413874
10.081687,6,34.418045
10.761205,6,34.422716
10.885217,6,34.430501
9.680238,6,34.43539
10.147223,6,34.444836
11.928192,7,34.450403
10.557193,6,34.455695
10.702267,6,34.464266
10.486847,6,34.468797
10.803999,6,34.477401
11.968085,7,34.484069
10.086763,6,34.496374
9.877939,6,34.501044
9.697589,6,34.507004
11.962572,7,34.51504
10.592427,6,34.519406
9.983109,6,34.530109
11.932194,7,34.535017
10.791823,6,34.544744
11.931832,7,34.553234
10.774151,6,34.564443
10.337519,6,34.569905
8.926284,5,34.579608
12.022093,7,34.587879
10.81663,6,34.597618
11.809337,7,34.608027
10.301252,6,34.617145
10.497082,6,34.628649
9.940215,6,34.63574
10.483815,6,34.647254
10.434503,6,34.657475
10.622522,6,34.665975
10.603977,6,34.670777
12.154468,7,34.680359
11.943955,7,34.685201
9.643116,6,34.689748
10.893796,6,34.697455
9.925821,6,34.702256
10.689277,6,34.711607
11.880479,7,34.716841
11.063983,7,34.728145
10.867472,6,34.732976
11.90983,7,34.739158
10.436064,6,34.749038
10.237588,6,34.755161
11.665772,7,34.766023
11.850066,7,34.777412
10.463564,6,34.782572
11.830056,7,34.795815
10.072798,6,34.802793
10.817242,6,34.814092
11.927438,7,34.82181
10.995754,6,34.830341
13.169425,8,34.838229
10.604418,6,34.848391
10.538073,6,34.861378
12.492216,8,34.874128
10.768115,6,34.881941
10.877714,6,34.887571
12.051869,7,34.897941
11.705716,7,34.905214
10.856902,6,34.915961
8.885771,5,34.923842
10.264819,6,34.931409
11.620281,7,34.938676
10.89316,6,34.951281
10.838865,6,34.964516
10.479568,6,34.971456
12.18988,7,34.983937
10.612462,6,34.997705
10.150473,6,35.004839
10.4978,6,35.018848
10.36365,6,35.036075
11.944337,7,35.052157
9.924461,6,35.065868
11.778513,7,35.082654
9.601292,6,35.101833
10.306137,6,35.121821
10.745779,6,35.138038
12.312596,7,35.167434
10.855517,6,35.190891
10.003225,6,35.220072
10.756742,6,35.233375
10.530317,6,35.246892
11.958777,7,35.266572
10.458479,6,35.285595
10.486732,6,35.305409
9.88881,6,35.328931
10.811311,6,35.337119
10.400194,6,35.347213
10.169004,6,35.353621
10.542996,6,35.363475
10.277593,6,35.367947
10.164828,6,35.376206
14.269883,8,35.382666
11.720331,7,35.386855
10.471695,6,35.395691
12.124072,7,35.404182
10.643,6,35.414587
10.793413,6,35.41926
10.301434,6,35.428524
11.663972,7,35.434752
10.576064,6,35.444719
8.888437,5,35.449474
8.825378,5,35.453091
10.423064,6,35.462678
12.459792,7,35.468057
10.935374,6,35.477858
8.888784,5,35.483235
11.505697,7,35.488136
12.475148,7,35.49918
11.975714,7,35.50524
10.119207,6,35.516188
11.827761,7,35.521155
10.692836,6,35.531522
10.797994,6,35.53668
10.554161,6,35.545846
12.071667,7,35.550859
10.085602,6,35.554798
16.069637,9,35.565841
8.952451,5,35.569909
10.249475,6,35.580457
10.218715,6,35.585342
10.837333,6,35.592383
10.229881,6,35.598284
10.309699,6,35.602641
11.9371,7,35.61004
10.779701,6,35.620903
9.02684,5,35.631408
10.859058,6,35.638388
10.871121,6,35.650469
10.886276,6,35.663732
12.008555,7,35.677975
11.92983,7,35.68743
12.03674,7,35.698264
10.088385,6,35.705783
11.814421,7,35.717493
10.726677,6,35.728312
10.400246,6,35.734416
10.895403,6,35.738777
9.532844,6,35.747647
10.734519,6,35.752593
9.01441,5,35.760102
10.247435,6,35.765329
10.018722,6,35.781185
9.99162,6,35.786314
10.877945,6,35.795945
10.199371,6,35.802445
9.907363,6,35.81286
10.909789,6,35.818311
10.091988,6,35.827657
10.164898,6,35.833103
9.757819,6,35.837564
11.872703,7,35.847655
13.138944,8,35.853881
10.49389,6,37.758015
10.673314,6,37.766134
11.917788,7,37.770898
9.67346,6,37.78397
11.936048,7,37.79272
10.85964,6,37.798993
10.663018,6,37.803689
10.761004,6,37.814288
9.933733,6,37.819001
10.355291,6,37.828284
10.300761,6,37.8366
14.018228,8,37.848159
10.133909,6,37.852382
10.168514,6,37.862328
11.990383,7,37.867794
10.325253,6,37.875386
10.921569,7,37.881899
10.022274,6,37.888505
11.10049,7,37.898109
9.97317,6,37.904847
9.890097,6,37.916396
12.194464,7,37.929858
12.083571,7,37.935895
10.572239,6,37.946934
9.989311,6,37.959562
10.566635,6,37.967131
12.060718,7,37.971834
12.01552,7,37.982479
10.850041,6,37.988917
12.006047,7,37.999544
10.71191,6,38.004744
10.155019,6,38.014258
10.448445,6,38.019912
10.232367,6,38.028919
10.46731,6,38.035096
9.523017,6,38.04322
10.772475,6,38.048753
10.191165,6,38.053559
